Line: 171, position 15: строк выравниваются по заданной позиции за счет
Line: 302464, position 34: вершин
Line: 302468, position 53: Требуется определить
Line: 302469, position 63: вершин
Line: 302474, position 53: Требуется определить
Line: 302476, position 35: вершин
Line: 302479, position 24: вершин
Line: 302491, position 9: вершин
Line: 302498, position 22: вершин
Line: 302499, position 25: вершин
Line: 302508, position 36: вершин
Line: 302517, position 55: вершин
Line: 302527, position 22: вершин
Line: 302531, position 16: правильность идентификаторов
Line: 302561, position 9: вершин
Line: 302611, position 9: вершин
Line: 302619, position 4: вершин
Line: 302621, position 35: вершин
Line: 302622, position 51: вершин
Line: 302625, position 14: вершин
Line: 302627, position 28: вершин
Line: 302636, position 34: вершин
Line: 302637, position 39: вершин
Line: 302692, position 11: вершин
Line: 302699, position 35: вершин
Line: 302699, position 55: вершин
Line: 302703, position 40: вершин
Line: 302796, position 63: вершин
Line: 302838, position 24: вершин
Line: 302848, position 24: вершин
Line: 302870, position 42: Требуется определить
Line: 302920, position 25: вершин
Line: 302927, position 19: вершин
Line: 303115, position 53: Требуется определить
Line: 303433, position 21: вершин
Line: 303447, position 41: вершин
Line: 303464, position 36: вершин
Line: 303479, position 47: вершин
Line: 303487, position 48: вершин
Line: 303568, position 30: вершин
Line: 303571, position 34: вершин
Line: 303591, position 41: вершин
Line: 303629, position 45: вершин
Line: 303630, position 39: вершин
Line: 303632, position 33: вершин
Line: 303648, position 30: вершин
Line: 303648, position 52: вершин
Line: 303649, position 42: вершин
Line: 303665, position 49: вершин
Line: 303955, position 15: строк выравниваются по заданной позиции за счет
Line: 304087, position 12: имеются очереди из кафедр
Line: 304147, position 62: вершин
Line: 304233, position 7: вершин
Line: 304237, position 34: вершин
Line: 304241, position 53: Требуется определить
Line: 304242, position 63: вершин
Line: 304247, position 53: Требуется определить
Line: 304249, position 35: вершин
Line: 304252, position 24: вершин
Line: 304264, position 9: вершин
Line: 304271, position 22: вершин
Line: 304272, position 25: вершин
Line: 304281, position 36: вершин
Line: 304290, position 55: вершин
Line: 304300, position 22: вершин
Line: 304304, position 16: правильность идентификаторов
Line: 304334, position 9: вершин
Line: 304384, position 9: вершин
Line: 304392, position 4: вершин
Line: 304394, position 35: вершин
Line: 304395, position 51: вершин
Line: 304398, position 14: вершин
Line: 304400, position 28: вершин
Line: 304409, position 34: вершин
Line: 304410, position 39: вершин
Line: 304465, position 11: вершин
Line: 304472, position 35: вершин
Line: 304472, position 55: вершин
Line: 304476, position 40: вершин
Line: 304569, position 63: вершин
Line: 304611, position 24: вершин
Line: 304621, position 24: вершин
Line: 304643, position 42: Требуется определить
Line: 304693, position 25: вершин
Line: 304700, position 19: вершин
Line: 304888, position 53: Требуется определить
Line: 305206, position 21: вершин
Line: 305220, position 41: вершин
Line: 305237, position 36: вершин
Line: 305252, position 47: вершин
Line: 305260, position 48: вершин
Line: 305341, position 30: вершин
Line: 305344, position 34: вершин
Line: 305364, position 41: вершин
Line: 305402, position 45: вершин
Line: 305403, position 39: вершин
Line: 305405, position 33: вершин
Line: 305421, position 30: вершин
Line: 305421, position 52: вершин
Line: 305422, position 42: вершин
Line: 305438, position 49: вершин
Line: 305728, position 15: строк выравниваются по заданной позиции за счет
Line: 305860, position 12: имеются очереди из кафедр
Line: 305920, position 62: вершин
Line: 306006, position 7: вершин
Line: 306010, position 34: вершин
Line: 306014, position 53: Требуется определить
Line: 306015, position 63: вершин
Line: 306020, position 53: Требуется определить
Line: 306022, position 35: вершин
Line: 306025, position 24: вершин
Line: 306037, position 9: вершин
Line: 306044, position 22: вершин
Line: 306045, position 25: вершин
Line: 306054, position 36: вершин
Line: 306063, position 55: вершин
Line: 306073, position 22: вершин
Line: 306077, position 16: правильность идентификаторов
Line: 306107, position 9: вершин
Line: 306157, position 9: вершин
Line: 306165, position 4: вершин
Line: 306167, position 35: вершин
Line: 306168, position 51: вершин
Line: 306171, position 14: вершин
Line: 306173, position 28: вершин
Line: 306182, position 34: вершин
Line: 306183, position 39: вершин
Line: 306238, position 11: вершин
Line: 306245, position 35: вершин
Line: 306245, position 55: вершин
Line: 306249, position 40: вершин
Line: 306342, position 63: вершин
Line: 306384, position 24: вершин
Line: 306394, position 24: вершин
Line: 306416, position 42: Требуется определить
Line: 306466, position 25: вершин
Line: 306473, position 19: вершин
Line: 306661, position 53: Требуется определить
Line: 306979, position 21: вершин
Line: 306993, position 41: вершин
Line: 307010, position 36: вершин
Line: 307025, position 47: вершин
Line: 307033, position 48: вершин
Line: 307114, position 30: вершин
Line: 307117, position 34: вершин
Line: 307137, position 41: вершин
Line: 307175, position 45: вершин
Line: 307176, position 39: вершин
Line: 307178, position 33: вершин
Line: 307194, position 30: вершин
Line: 307194, position 52: вершин
Line: 307195, position 42: вершин
Line: 307211, position 49: вершин
Line: 307501, position 15: строк выравниваются по заданной позиции за счет
Line: 307633, position 12: имеются очереди из кафедр
Line: 307693, position 62: вершин
Line: 307779, position 7: вершин
Line: 307783, position 34: вершин
Line: 307787, position 53: Требуется определить
Line: 307788, position 63: вершин
Line: 307793, position 53: Требуется определить
Line: 307795, position 35: вершин
Line: 307798, position 24: вершин
Line: 307810, position 9: вершин
Line: 307817, position 22: вершин
Line: 307818, position 25: вершин
Line: 307827, position 36: вершин
Line: 307836, position 55: вершин
Line: 307846, position 22: вершин
Line: 307850, position 16: правильность идентификаторов
Line: 307880, position 9: вершин
Line: 307930, position 9: вершин
Line: 307938, position 4: вершин
Line: 307940, position 35: вершин
Line: 307941, position 51: вершин
Line: 307944, position 14: вершин
Line: 307946, position 28: вершин
Line: 307955, position 34: вершин
Line: 307956, position 39: вершин
Line: 308011, position 11: вершин
Line: 308018, position 35: вершин
Line: 308018, position 55: вершин
Line: 308022, position 40: вершин
Line: 308115, position 63: вершин
Line: 308157, position 24: вершин
Line: 308167, position 24: вершин
Line: 308189, position 42: Требуется определить
Line: 308239, position 25: вершин
Line: 308246, position 19: вершин
Line: 308434, position 53: Требуется определить
Line: 308752, position 21: вершин
Line: 308766, position 41: вершин
Line: 308783, position 36: вершин
Line: 308798, position 47: вершин
Line: 308806, position 48: вершин
Line: 308887, position 30: вершин
Line: 308890, position 34: вершин
Line: 308910, position 41: вершин
Line: 308948, position 45: вершин
Line: 308949, position 39: вершин
Line: 308951, position 33: вершин
Line: 308967, position 30: вершин
Line: 308967, position 52: вершин
Line: 308968, position 42: вершин
Line: 308984, position 49: вершин
Line: 309274, position 15: строк выравниваются по заданной позиции за счет
Line: 309406, position 12: имеются очереди из кафедр
Line: 309466, position 62: вершин
Line: 309552, position 7: вершин
Line: 309556, position 34: вершин
Line: 309560, position 53: Требуется определить
Line: 309561, position 63: вершин
Line: 309566, position 53: Требуется определить
Line: 309568, position 35: вершин
Line: 309571, position 24: вершин
Line: 309583, position 9: вершин
Line: 309590, position 22: вершин
Line: 309591, position 25: вершин
Line: 309600, position 36: вершин
Line: 309609, position 55: вершин
Line: 309619, position 22: вершин
Line: 309623, position 16: правильность идентификаторов
Line: 309653, position 9: вершин
Line: 309703, position 9: вершин
Line: 309711, position 4: вершин
Line: 309713, position 35: вершин
Line: 309714, position 51: вершин
Line: 309717, position 14: вершин
Line: 309719, position 28: вершин
Line: 309728, position 34: вершин
Line: 309729, position 39: вершин
Line: 309784, position 11: вершин
Line: 309791, position 35: вершин
Line: 309791, position 55: вершин
Line: 309795, position 40: вершин
Line: 309888, position 63: вершин
Line: 309930, position 24: вершин
Line: 309940, position 24: вершин
Line: 309962, position 42: Требуется определить
Line: 310012, position 25: вершин
Line: 310019, position 19: вершин
Line: 310207, position 53: Требуется определить
Line: 310525, position 21: вершин
Line: 310539, position 41: вершин
Line: 310556, position 36: вершин
Line: 310571, position 47: вершин
Line: 310579, position 48: вершин
Line: 310660, position 30: вершин
Line: 310663, position 34: вершин
Line: 310683, position 41: вершин
Line: 310721, position 45: вершин
Line: 310722, position 39: вершин
Line: 310724, position 33: вершин
Line: 310740, position 30: вершин
Line: 310740, position 52: вершин
Line: 310741, position 42: вершин
Line: 310757, position 49: вершин
Line: 311047, position 15: строк выравниваются по заданной позиции за счет
Line: 311179, position 12: имеются очереди из кафедр
Line: 311239, position 62: вершин
Line: 311325, position 7: вершин
Line: 311329, position 34: вершин
Line: 311333, position 53: Требуется определить
Line: 311334, position 63: вершин
Line: 311339, position 53: Требуется определить
Line: 311341, position 35: вершин
Line: 311344, position 24: вершин
Line: 311356, position 9: вершин
Line: 311363, position 22: вершин
Line: 311364, position 25: вершин
Line: 311373, position 36: вершин
Line: 311382, position 55: вершин
Line: 311392, position 22: вершин
Line: 311396, position 16: правильность идентификаторов
Line: 311426, position 9: вершин
Line: 311476, position 9: вершин
Line: 311484, position 4: вершин
Line: 311486, position 35: вершин
Line: 311487, position 51: вершин
Line: 311490, position 14: вершин
Line: 311492, position 28: вершин
Line: 311501, position 34: вершин
Line: 311502, position 39: вершин
Line: 311557, position 11: вершин
Line: 311564, position 35: вершин
Line: 311564, position 55: вершин
Line: 311568, position 40: вершин
Line: 311661, position 63: вершин
Line: 311703, position 24: вершин
Line: 311713, position 24: вершин
Line: 311735, position 42: Требуется определить
Line: 311785, position 25: вершин
Line: 311792, position 19: вершин
Line: 311980, position 53: Требуется определить
Line: 312298, position 21: вершин
Line: 312312, position 41: вершин
Line: 312329, position 36: вершин
Line: 312344, position 47: вершин
Line: 312352, position 48: вершин
Line: 312433, position 30: вершин
Line: 312436, position 34: вершин
Line: 312456, position 41: вершин
Line: 312494, position 45: вершин
Line: 312495, position 39: вершин
Line: 312497, position 33: вершин
Line: 312513, position 30: вершин
Line: 312513, position 52: вершин
Line: 312514, position 42: вершин
Line: 312530, position 49: вершин
Line: 312820, position 15: строк выравниваются по заданной позиции за счет
Line: 312952, position 12: имеются очереди из кафедр
Line: 313012, position 62: вершин
Line: 313098, position 7: вершин
Line: 313102, position 34: вершин
Line: 313106, position 53: Требуется определить
Line: 313107, position 63: вершин
Line: 313112, position 53: Требуется определить
Line: 313114, position 35: вершин
Line: 313117, position 24: вершин
Line: 313129, position 9: вершин
Line: 313136, position 22: вершин
Line: 313137, position 25: вершин
Line: 313146, position 36: вершин
Line: 313155, position 55: вершин
Line: 313165, position 22: вершин
Line: 313169, position 16: правильность идентификаторов
Line: 313199, position 9: вершин
Line: 313249, position 9: вершин
Line: 313257, position 4: вершин
Line: 313259, position 35: вершин
Line: 313260, position 51: вершин
Line: 313263, position 14: вершин
Line: 313265, position 28: вершин
Line: 313274, position 34: вершин
Line: 313275, position 39: вершин
Line: 313330, position 11: вершин
Line: 313337, position 35: вершин
Line: 313337, position 55: вершин
Line: 313341, position 40: вершин
Line: 313434, position 63: вершин
Line: 313476, position 24: вершин
Line: 313486, position 24: вершин
Line: 313508, position 42: Требуется определить
Line: 313558, position 25: вершин
Line: 313565, position 19: вершин
Line: 313753, position 53: Требуется определить
Line: 314071, position 21: вершин
Line: 314085, position 41: вершин
Line: 314102, position 36: вершин
Line: 314117, position 47: вершин
Line: 314125, position 48: вершин
Line: 314206, position 30: вершин
Line: 314209, position 34: вершин
Line: 314229, position 41: вершин
Line: 314267, position 45: вершин
Line: 314268, position 39: вершин
Line: 314270, position 33: вершин
Line: 314286, position 30: вершин
Line: 314286, position 52: вершин
Line: 314287, position 42: вершин
Line: 314303, position 49: вершин
Line: 314593, position 15: строк выравниваются по заданной позиции за счет
Line: 314725, position 12: имеются очереди из кафедр
Line: 314785, position 62: вершин
Line: 314871, position 7: вершин
Line: 314875, position 34: вершин
Line: 314879, position 53: Требуется определить
Line: 314880, position 63: вершин
Line: 314885, position 53: Требуется определить
Line: 314887, position 35: вершин
Line: 314890, position 24: вершин
Line: 314902, position 9: вершин
Line: 314909, position 22: вершин
Line: 314910, position 25: вершин
Line: 314919, position 36: вершин
Line: 314928, position 55: вершин
Line: 314938, position 22: вершин
Line: 314942, position 16: правильность идентификаторов
Line: 314972, position 9: вершин
Line: 315022, position 9: вершин
Line: 315030, position 4: вершин
Line: 315032, position 35: вершин
Line: 315033, position 51: вершин
Line: 315036, position 14: вершин
Line: 315038, position 28: вершин
Line: 315047, position 34: вершин
Line: 315048, position 39: вершин
Line: 315103, position 11: вершин
Line: 315110, position 35: вершин
Line: 315110, position 55: вершин
Line: 315114, position 40: вершин
Line: 315207, position 63: вершин
Line: 315249, position 24: вершин
Line: 315259, position 24: вершин
Line: 315281, position 42: Требуется определить
Line: 315331, position 25: вершин
Line: 315338, position 19: вершин
Line: 315526, position 53: Требуется определить
Line: 315844, position 21: вершин
Line: 315858, position 41: вершин
Line: 315875, position 36: вершин
Line: 315890, position 47: вершин
Line: 315898, position 48: вершин
Line: 315979, position 30: вершин
Line: 315982, position 34: вершин
Line: 316002, position 41: вершин
Line: 316040, position 45: вершин
Line: 316041, position 39: вершин
Line: 316043, position 33: вершин
Line: 316059, position 30: вершин
Line: 316059, position 52: вершин
Line: 316060, position 42: вершин
Line: 316076, position 49: вершин
Line: 316366, position 15: строк выравниваются по заданной позиции за счет
Line: 316498, position 12: имеются очереди из кафедр
Line: 316558, position 62: вершин
Line: 316644, position 7: вершин
Line: 316648, position 34: вершин
Line: 316652, position 53: Требуется определить
Line: 316653, position 63: вершин
Line: 316658, position 53: Требуется определить
Line: 316660, position 35: вершин
Line: 316663, position 24: вершин
Line: 316675, position 9: вершин
Line: 316682, position 22: вершин
Line: 316683, position 25: вершин
Line: 316692, position 36: вершин
Line: 316701, position 55: вершин
Line: 316711, position 22: вершин
Line: 316715, position 16: правильность идентификаторов
Line: 316745, position 9: вершин
Line: 316795, position 9: вершин
Line: 316803, position 4: вершин
Line: 316805, position 35: вершин
Line: 316806, position 51: вершин
Line: 316809, position 14: вершин
Line: 316811, position 28: вершин
Line: 316820, position 34: вершин
Line: 316821, position 39: вершин
Line: 316876, position 11: вершин
Line: 316883, position 35: вершин
Line: 316883, position 55: вершин
Line: 316887, position 40: вершин
Line: 316980, position 63: вершин
Line: 317022, position 24: вершин
Line: 317032, position 24: вершин
Line: 317054, position 42: Требуется определить
Line: 317104, position 25: вершин
Line: 317111, position 19: вершин
Line: 317299, position 53: Требуется определить
Line: 317617, position 21: вершин
Line: 317631, position 41: вершин
Line: 317648, position 36: вершин
Line: 317663, position 47: вершин
Line: 317671, position 48: вершин
Line: 317752, position 30: вершин
Line: 317755, position 34: вершин
Line: 317775, position 41: вершин
Line: 317813, position 45: вершин
Line: 317814, position 39: вершин
Line: 317816, position 33: вершин
Line: 317832, position 30: вершин
Line: 317832, position 52: вершин
Line: 317833, position 42: вершин
Line: 317849, position 49: вершин
Line: 318139, position 15: строк выравниваются по заданной позиции за счет
Line: 318271, position 12: имеются очереди из кафедр
Line: 318331, position 62: вершин
Line: 318417, position 7: вершин
Line: 318421, position 34: вершин
Line: 318425, position 53: Требуется определить
Line: 318426, position 63: вершин
Line: 318431, position 53: Требуется определить
Line: 318433, position 35: вершин
Line: 318436, position 24: вершин
Line: 318448, position 9: вершин
Line: 318455, position 22: вершин
Line: 318456, position 25: вершин
Line: 318465, position 36: вершин
Line: 318474, position 55: вершин
Line: 318484, position 22: вершин
Line: 318488, position 16: правильность идентификаторов
Line: 318518, position 9: вершин
Line: 318568, position 9: вершин
Line: 318576, position 4: вершин
Line: 318578, position 35: вершин
Line: 318579, position 51: вершин
Line: 318582, position 14: вершин
Line: 318584, position 28: вершин
Line: 318593, position 34: вершин
Line: 318594, position 39: вершин
Line: 318649, position 11: вершин
Line: 318656, position 35: вершин
Line: 318656, position 55: вершин
Line: 318660, position 40: вершин
Line: 318753, position 63: вершин
Line: 318795, position 24: вершин
Line: 318805, position 24: вершин
Line: 318827, position 42: Требуется определить
Line: 318877, position 25: вершин
Line: 318884, position 19: вершин
Line: 319072, position 53: Требуется определить
Line: 319390, position 21: вершин
Line: 319404, position 41: вершин
Line: 319421, position 36: вершин
Line: 319436, position 47: вершин
Line: 319444, position 48: вершин
Line: 319525, position 30: вершин
Line: 319528, position 34: вершин
Line: 319548, position 41: вершин
Line: 319586, position 45: вершин
Line: 319587, position 39: вершин
Line: 319589, position 33: вершин
Line: 319605, position 30: вершин
Line: 319605, position 52: вершин
Line: 319606, position 42: вершин
Line: 319622, position 49: вершин
Line: 319912, position 15: строк выравниваются по заданной позиции за счет
Line: 320044, position 12: имеются очереди из кафедр
Line: 320104, position 62: вершин
Line: 320190, position 7: вершин
Line: 320194, position 34: вершин
Line: 320198, position 53: Требуется определить
Line: 320199, position 63: вершин
Line: 320204, position 53: Требуется определить
Line: 320206, position 35: вершин
Line: 320209, position 24: вершин
Line: 320221, position 9: вершин
Line: 320228, position 22: вершин
Line: 320229, position 25: вершин
Line: 320238, position 36: вершин
Line: 320247, position 55: вершин
Line: 320257, position 22: вершин
Line: 320261, position 16: правильность идентификаторов
Line: 320291, position 9: вершин
Line: 320341, position 9: вершин
Line: 320349, position 4: вершин
Line: 320351, position 35: вершин
Line: 320352, position 51: вершин
Line: 320355, position 14: вершин
Line: 320357, position 28: вершин
Line: 320366, position 34: вершин
Line: 320367, position 39: вершин
Line: 320422, position 11: вершин
Line: 320429, position 35: вершин
Line: 320429, position 55: вершин
Line: 320433, position 40: вершин
Line: 320526, position 63: вершин
Line: 320568, position 24: вершин
Line: 320578, position 24: вершин
Line: 320600, position 42: Требуется определить
Line: 320650, position 25: вершин
Line: 320657, position 19: вершин
Line: 320845, position 53: Требуется определить
Line: 321163, position 21: вершин
Line: 321177, position 41: вершин
Line: 321194, position 36: вершин
Line: 321209, position 47: вершин
Line: 321217, position 48: вершин
Line: 321298, position 30: вершин
Line: 321301, position 34: вершин
Line: 321321, position 41: вершин
Line: 321359, position 45: вершин
Line: 321360, position 39: вершин
Line: 321362, position 33: вершин
Line: 321378, position 30: вершин
Line: 321378, position 52: вершин
Line: 321379, position 42: вершин
Line: 321395, position 49: вершин
Line: 321685, position 15: строк выравниваются по заданной позиции за счет
Line: 321817, position 12: имеются очереди из кафедр
Line: 321877, position 62: вершин
Line: 321963, position 7: вершин
Line: 321967, position 34: вершин
Line: 321971, position 53: Требуется определить
Line: 321972, position 63: вершин
Line: 321977, position 53: Требуется определить
Line: 321979, position 35: вершин
Line: 321982, position 24: вершин
Line: 321994, position 9: вершин
Line: 322001, position 22: вершин
Line: 322002, position 25: вершин
Line: 322011, position 36: вершин
Line: 322020, position 55: вершин
Line: 322030, position 22: вершин
Line: 322034, position 16: правильность идентификаторов
Line: 322064, position 9: вершин
Line: 322114, position 9: вершин
Line: 322122, position 4: вершин
Line: 322124, position 35: вершин
Line: 322125, position 51: вершин
Line: 322128, position 14: вершин
Line: 322130, position 28: вершин
Line: 322139, position 34: вершин
Line: 322140, position 39: вершин
Line: 322195, position 11: вершин
Line: 322202, position 35: вершин
Line: 322202, position 55: вершин
Line: 322206, position 40: вершин
Line: 322299, position 63: вершин
Line: 322341, position 24: вершин
Line: 322351, position 24: вершин
Line: 322373, position 42: Требуется определить
Line: 322423, position 25: вершин
Line: 322430, position 19: вершин
Line: 322618, position 53: Требуется определить
Line: 322936, position 21: вершин
Line: 322950, position 41: вершин
Line: 322967, position 36: вершин
Line: 322982, position 47: вершин
Line: 322990, position 48: вершин
Line: 323071, position 30: вершин
Line: 323074, position 34: вершин
Line: 323094, position 41: вершин
Line: 323132, position 45: вершин
Line: 323133, position 39: вершин
Line: 323135, position 33: вершин
Line: 323151, position 30: вершин
Line: 323151, position 52: вершин
Line: 323152, position 42: вершин
Line: 323168, position 49: вершин
Line: 323458, position 15: строк выравниваются по заданной позиции за счет
Line: 323590, position 12: имеются очереди из кафедр
Line: 323650, position 62: вершин
Line: 323736, position 7: вершин
Line: 323740, position 34: вершин
Line: 323744, position 53: Требуется определить
Line: 323745, position 63: вершин
Line: 323750, position 53: Требуется определить
Line: 323752, position 35: вершин
Line: 323755, position 24: вершин
Line: 323767, position 9: вершин
Line: 323774, position 22: вершин
Line: 323775, position 25: вершин
Line: 323784, position 36: вершин
Line: 323793, position 55: вершин
Line: 323803, position 22: вершин
Line: 323807, position 16: правильность идентификаторов
Line: 323837, position 9: вершин
Line: 323887, position 9: вершин
Line: 323895, position 4: вершин
Line: 323897, position 35: вершин
Line: 323898, position 51: вершин
Line: 323901, position 14: вершин
Line: 323903, position 28: вершин
Line: 323912, position 34: вершин
Line: 323913, position 39: вершин
Line: 323968, position 11: вершин
Line: 323975, position 35: вершин
Line: 323975, position 55: вершин
Line: 323979, position 40: вершин
Line: 324072, position 63: вершин
Line: 324114, position 24: вершин
Line: 324124, position 24: вершин
Line: 324146, position 42: Требуется определить
Line: 324196, position 25: вершин
Line: 324203, position 19: вершин
Line: 324391, position 53: Требуется определить
Line: 324709, position 21: вершин
Line: 324723, position 41: вершин
Line: 324740, position 36: вершин
Line: 324755, position 47: вершин
Line: 324763, position 48: вершин
Line: 324844, position 30: вершин
Line: 324847, position 34: вершин
Line: 324867, position 41: вершин
Line: 324905, position 45: вершин
Line: 324906, position 39: вершин
Line: 324908, position 33: вершин
Line: 324924, position 30: вершин
Line: 324924, position 52: вершин
Line: 324925, position 42: вершин
Line: 324941, position 49: вершин
Line: 325231, position 15: строк выравниваются по заданной позиции за счет
Line: 325363, position 12: имеются очереди из кафедр
Line: 325423, position 62: вершин
Line: 325509, position 7: вершин
Line: 325513, position 34: вершин
Line: 325517, position 53: Требуется определить
Line: 325518, position 63: вершин
Line: 325523, position 53: Требуется определить
Line: 325525, position 35: вершин
Line: 325528, position 24: вершин
Line: 325540, position 9: вершин
Line: 325547, position 22: вершин
Line: 325548, position 25: вершин
Line: 325557, position 36: вершин
Line: 325566, position 55: вершин
Line: 325576, position 22: вершин
Line: 325580, position 16: правильность идентификаторов
Line: 325610, position 9: вершин
Line: 325660, position 9: вершин
Line: 325668, position 4: вершин
Line: 325670, position 35: вершин
Line: 325671, position 51: вершин
Line: 325674, position 14: вершин
Line: 325676, position 28: вершин
Line: 325685, position 34: вершин
Line: 325686, position 39: вершин
Line: 325741, position 11: вершин
Line: 325748, position 35: вершин
Line: 325748, position 55: вершин
Line: 325752, position 40: вершин
Line: 325845, position 63: вершин
Line: 325887, position 24: вершин
Line: 325897, position 24: вершин
Line: 325919, position 42: Требуется определить
Line: 325969, position 25: вершин
Line: 325976, position 19: вершин
Line: 326164, position 53: Требуется определить
Line: 326482, position 21: вершин
Line: 326496, position 41: вершин
Line: 326513, position 36: вершин
Line: 326528, position 47: вершин
Line: 326536, position 48: вершин
Line: 326617, position 30: вершин
Line: 326620, position 34: вершин
Line: 326640, position 41: вершин
Line: 326678, position 45: вершин
Line: 326679, position 39: вершин
Line: 326681, position 33: вершин
Line: 326697, position 30: вершин
Line: 326697, position 52: вершин
Line: 326698, position 42: вершин
Line: 326714, position 49: вершин
Line: 327004, position 15: строк выравниваются по заданной позиции за счет
Line: 327136, position 12: имеются очереди из кафедр
Line: 327196, position 62: вершин
Line: 327282, position 7: вершин
Line: 327286, position 34: вершин
Line: 327290, position 53: Требуется определить
Line: 327291, position 63: вершин
Line: 327296, position 53: Требуется определить
Line: 327298, position 35: вершин
Line: 327301, position 24: вершин
Line: 327313, position 9: вершин
Line: 327320, position 22: вершин
Line: 327321, position 25: вершин
Line: 327330, position 36: вершин
Line: 327339, position 55: вершин
Line: 327349, position 22: вершин
Line: 327353, position 16: правильность идентификаторов
Line: 327383, position 9: вершин
Line: 327433, position 9: вершин
Line: 327441, position 4: вершин
Line: 327443, position 35: вершин
Line: 327444, position 51: вершин
Line: 327447, position 14: вершин
Line: 327449, position 28: вершин
Line: 327458, position 34: вершин
Line: 327459, position 39: вершин
Line: 327514, position 11: вершин
Line: 327521, position 35: вершин
Line: 327521, position 55: вершин
Line: 327525, position 40: вершин
Line: 327618, position 63: вершин
Line: 327660, position 24: вершин
Line: 327670, position 24: вершин
Line: 327692, position 42: Требуется определить
Line: 327742, position 25: вершин
Line: 327749, position 19: вершин
Line: 327937, position 53: Требуется определить
Line: 328255, position 21: вершин
Line: 328269, position 41: вершин
Line: 328286, position 36: вершин
Line: 328301, position 47: вершин
Line: 328309, position 48: вершин
Line: 328390, position 30: вершин
Line: 328393, position 34: вершин
Line: 328413, position 41: вершин
Line: 328451, position 45: вершин
Line: 328452, position 39: вершин
Line: 328454, position 33: вершин
Line: 328470, position 30: вершин
Line: 328470, position 52: вершин
Line: 328471, position 42: вершин
Line: 328487, position 49: вершин
Line: 328777, position 15: строк выравниваются по заданной позиции за счет
Line: 328909, position 12: имеются очереди из кафедр
Line: 328969, position 62: вершин
Line: 329055, position 7: вершин
Line: 329059, position 34: вершин
Line: 329063, position 53: Требуется определить
Line: 329064, position 63: вершин
Line: 329069, position 53: Требуется определить
Line: 329071, position 35: вершин
Line: 329074, position 24: вершин
Line: 329086, position 9: вершин
Line: 329093, position 22: вершин
Line: 329094, position 25: вершин
Line: 329103, position 36: вершин
Line: 329112, position 55: вершин
Line: 329122, position 22: вершин
Line: 329126, position 16: правильность идентификаторов
Line: 329156, position 9: вершин
Line: 329206, position 9: вершин
Line: 329214, position 4: вершин
Line: 329216, position 35: вершин
Line: 329217, position 51: вершин
Line: 329220, position 14: вершин
Line: 329222, position 28: вершин
Line: 329231, position 34: вершин
Line: 329232, position 39: вершин
Line: 329287, position 11: вершин
Line: 329294, position 35: вершин
Line: 329294, position 55: вершин
Line: 329298, position 40: вершин
Line: 329391, position 63: вершин
Line: 329433, position 24: вершин
Line: 329443, position 24: вершин
Line: 329465, position 42: Требуется определить
Line: 329515, position 25: вершин
Line: 329522, position 19: вершин
Line: 329710, position 53: Требуется определить
Line: 330028, position 21: вершин
Line: 330042, position 41: вершин
Line: 330059, position 36: вершин
Line: 330074, position 47: вершин
Line: 330082, position 48: вершин
Line: 330163, position 30: вершин
Line: 330166, position 34: вершин
Line: 330186, position 41: вершин
Line: 330224, position 45: вершин
Line: 330225, position 39: вершин
Line: 330227, position 33: вершин
Line: 330243, position 30: вершин
Line: 330243, position 52: вершин
Line: 330244, position 42: вершин
Line: 330260, position 49: вершин
Line: 330550, position 15: строк выравниваются по заданной позиции за счет
Line: 330682, position 12: имеются очереди из кафедр
Line: 330742, position 62: вершин
Line: 330828, position 7: вершин
Line: 330832, position 34: вершин
Line: 330836, position 53: Требуется определить
Line: 330837, position 63: вершин
Line: 330842, position 53: Требуется определить
Line: 330844, position 35: вершин
Line: 330847, position 24: вершин
Line: 330859, position 9: вершин
Line: 330866, position 22: вершин
Line: 330867, position 25: вершин
Line: 330876, position 36: вершин
Line: 330885, position 55: вершин
Line: 330895, position 22: вершин
Line: 330899, position 16: правильность идентификаторов
Line: 330929, position 9: вершин
Line: 330979, position 9: вершин
Line: 330987, position 4: вершин
Line: 330989, position 35: вершин
Line: 330990, position 51: вершин
Line: 330993, position 14: вершин
Line: 330995, position 28: вершин
Line: 331004, position 34: вершин
Line: 331005, position 39: вершин
Line: 331060, position 11: вершин
Line: 331067, position 35: вершин
Line: 331067, position 55: вершин
Line: 331071, position 40: вершин
Line: 331164, position 63: вершин
Line: 331206, position 24: вершин
Line: 331216, position 24: вершин
Line: 331238, position 42: Требуется определить
Line: 331288, position 25: вершин
Line: 331295, position 19: вершин
Line: 331483, position 53: Требуется определить
Line: 331801, position 21: вершин
Line: 331815, position 41: вершин
Line: 331832, position 36: вершин
Line: 331847, position 47: вершин
Line: 331855, position 48: вершин
Line: 331936, position 30: вершин
Line: 331939, position 34: вершин
Line: 331959, position 41: вершин
Line: 331997, position 45: вершин
Line: 331998, position 39: вершин
Line: 332000, position 33: вершин
Line: 332016, position 30: вершин
Line: 332016, position 52: вершин
Line: 332017, position 42: вершин
Line: 332033, position 49: вершин
Line: 332323, position 15: строк выравниваются по заданной позиции за счет
Line: 332455, position 12: имеются очереди из кафедр
Line: 332515, position 62: вершин
Line: 332601, position 7: вершин
Line: 332605, position 34: вершин
